index,occupation,participant,male_pred,male_prob,male_word_imp,male_tokens,female_pred,female_prob,female_word_imp,female_tokens
79,counselor,child,he,0.28055840730667114,"[0.07689090228442255, 0.08276829441331507, 0.10219350958292084, 0.12984073091581816, 0.2791673028990951]","['helped', 'out', '[SEP]', '.', 'counselor']",she,0.32111161947250366,"[0.07689090228442255, 0.08276829441331507, 0.10219350958292084, 0.12984073091581816, 0.2791673028990951]","['helped', 'out', '[SEP]', '.', 'counselor']"
80,advisor,advisee,he,0.8379048109054565,"[0.09293655582351258, 0.11467161537984233, 0.11974434118387738, 0.12430494441257883, 0.15136291478688965]","['because', '##e', '[MASK]', 'advise', 'advice']",she,0.0858553797006607,"[0.09293655582351258, 0.11467161537984233, 0.11974434118387738, 0.12430494441257883, 0.15136291478688965]","['because', '##e', '[MASK]', 'advise', 'advice']"
81,counselor,advisee,he,0.682441771030426,"[0.07901521649085368, 0.10457586522054288, 0.10995193844519181, 0.11099392871132002, 0.2677637532585059]","['##e', 'because', '[MASK]', 'advice', 'advise']",she,0.21997694671154022,"[0.07901521649085368, 0.10457586522054288, 0.10995193844519181, 0.11099392871132002, 0.2677637532585059]","['##e', 'because', '[MASK]', 'advice', 'advise']"
82,planner,advisee,he,0.9044991135597229,"[0.08372029255690465, 0.10167909448193131, 0.10745570954288758, 0.12429513615715539, 0.13410015897616534]","['with', '[MASK]', '##e', 'advice', 'advise']",she,0.03788750246167183,"[0.08372029255690465, 0.10167909448193131, 0.10745570954288758, 0.12429513615715539, 0.13410015897616534]","['with', '[MASK]', '##e', 'advice', 'advise']"
83,accountant,advisee,he,0.9154157638549805,"[0.09634478746204303, 0.10384576224631423, 0.10521685049825917, 0.13963254542109146, 0.14348737007309115]","['##e', 'accountant', 'with', 'advise', '[MASK]']",she,0.04761919379234314,"[0.09634478746204303, 0.10384576224631423, 0.10521685049825917, 0.13963254542109146, 0.14348737007309115]","['##e', 'accountant', 'with', 'advise', '[MASK]']"
84,administrator,advisee,he,0.8517420291900635,"[0.0916332220579387, 0.09389127095829754, 0.10229457421714906, 0.13709599150900117, 0.1455461989595404]","['because', 'administrator', '##e', 'advise', '[MASK]']",she,0.08514638245105743,"[0.0916332220579387, 0.09389127095829754, 0.10229457421714906, 0.13709599150900117, 0.1455461989595404]","['because', 'administrator', '##e', 'advise', '[MASK]']"
85,pharmacist,patient,he,0.6822681427001953,"[0.07915942801326656, 0.08981365975940364, 0.14728644418988251, 0.14866423970110218, 0.15709411406692547]","['the', '##ma', 'should', 'told', 'pills']",she,0.18142572045326233,"[0.07915942801326656, 0.08981365975940364, 0.14728644418988251, 0.14866423970110218, 0.15709411406692547]","['the', '##ma', 'should', 'told', 'pills']"
86,doctor,patient,he,0.6030319333076477,"[0.09208514963058394, 0.10093193078233167, 0.12324387365783536, 0.1299699015869951, 0.2442276712305766]","['The', 'the', 'the', '.', 'should']",she,0.25027596950531006,"[0.09208514963058394, 0.10093193078233167, 0.12324387365783536, 0.1299699015869951, 0.2442276712305766]","['The', 'the', 'the', '.', 'should']"
87,physician,patient,he,0.6593312621116638,"[0.07978982044500048, 0.0936813746229727, 0.1532902508606848, 0.18137686363038982, 0.19022471828231768]","['the', 'pills', 'patient', 'physician', 'should']",she,0.2295425534248352,"[0.07978982044500048, 0.0936813746229727, 0.1532902508606848, 0.18137686363038982, 0.19022471828231768]","['the', 'pills', 'patient', 'physician', 'should']"
88,nurse,patient,he,0.4325799345970154,"[0.06046094789695373, 0.1401148484005619, 0.15352949659127524, 0.15562762754041645, 0.1779803048120046]","['the', 'The', 'nurse', 'patient', 'should']",she,0.41464829444885254,"[0.06046094789695373, 0.1401148484005619, 0.15352949659127524, 0.15562762754041645, 0.1779803048120046]","['the', 'The', 'nurse', 'patient', 'should']"
89,chemist,patient,he,0.6753430366516113,"[0.09417863098188133, 0.11074953107784397, 0.11101318949845382, 0.14022196682568702, 0.18534052407910903]","['the', 'should', 'told', 'the', 'pills']",she,0.17649731040000916,"[0.09417863098188133, 0.11074953107784397, 0.11101318949845382, 0.14022196682568702, 0.18534052407910903]","['the', 'should', 'told', 'the', 'pills']"
90,janitor,child,he,0.40907159447669983,"[0.06356200598503159, 0.0715495057601849, 0.07688133539036779, 0.07924801053866833, 0.2897354421152909]","['the', 'The', 'hurt', 'not', 'child']",she,0.5231616497039795,"[0.06356200598503159, 0.0715495057601849, 0.07688133539036779, 0.07924801053866833, 0.2897354421152909]","['the', 'The', 'hurt', 'not', 'child']"
91,carpenter,child,he,0.5449487566947937,"[0.05310227414368297, 0.06240837387092028, 0.07648009182977987, 0.07909064186894418, 0.2985762690299736]","['The', 'step', '.', 'child', 'carpenter']",she,0.383914053440094,"[0.05310227414368297, 0.06240837387092028, 0.07648009182977987, 0.07909064186894418, 0.2985762690299736]","['The', 'step', '.', 'child', 'carpenter']"
92,worker,child,he,0.5573025941848755,"[0.04492739664210584, 0.05080259269902853, 0.06593864878025288, 0.21423400538010937, 0.3784500064158838]","['step', 'get', 'wet', 'worker', 'child']",she,0.35228604078292847,"[0.04492739664210584, 0.05080259269902853, 0.06593864878025288, 0.21423400538010937, 0.3784500064158838]","['step', 'get', 'wet', 'worker', 'child']"
93,machinist,child,he,0.49600809812545776,"[0.055327644561346874, 0.05653555212760385, 0.06534156002703558, 0.081871166445984, 0.2343529401618472]","['wet', 'The', 'warned', 'not', 'child']",she,0.40829628705978394,"[0.055327644561346874, 0.05653555212760385, 0.06534156002703558, 0.081871166445984, 0.2343529401618472]","['wet', 'The', 'warned', 'not', 'child']"
94,mechanic,child,he,0.4973982870578766,"[0.0463107305348685, 0.04804752864257536, 0.07613039019587776, 0.07724772324942132, 0.4080955700325565]","['mechanic', 'to', 'not', 'step', 'child']",she,0.41957417130470276,"[0.0463107305348685, 0.04804752864257536, 0.07613039019587776, 0.07724772324942132, 0.4080955700325565]","['mechanic', 'to', 'not', 'step', 'child']"
95,psychologist,patient,he,0.6394189596176147,"[0.06992942788300668, 0.09533552820496384, 0.12566873830348524, 0.1333268672325654, 0.15023578285504374]","['the', '##naire', 'to', 'preliminary', 'psychologist']",she,0.16347868740558624,"[0.06992942788300668, 0.09533552820496384, 0.12566873830348524, 0.1333268672325654, 0.15023578285504374]","['the', '##naire', 'to', 'preliminary', 'psychologist']"
96,therapist,patient,he,0.3221661150455475,"[0.08290163639918206, 0.08410850061028126, 0.10913514427471639, 0.1108585151407874, 0.16022556629345283]","['assessment', '[MASK]', 'preliminary', 'therapist', '.']",she,0.32013583183288574,"[0.08290163639918206, 0.08410850061028126, 0.10913514427471639, 0.1108585151407874, 0.16022556629345283]","['assessment', '[MASK]', 'preliminary', 'therapist', '.']"
97,nutritionist,patient,he,0.5626325607299805,"[0.061335124525728285, 0.0630822596471836, 0.09444241009990134, 0.09515766296204675, 0.12249675309306629]","['.', 'patient', 'The', 'preliminary', 'nutrition']",she,0.249314546585083,"[0.061335124525728285, 0.0630822596471836, 0.09444241009990134, 0.09515766296204675, 0.12249675309306629]","['.', 'patient', 'The', 'preliminary', 'nutrition']"
98,counselor,patient,he,0.463820219039917,"[0.05708259105138416, 0.09471919742008364, 0.09739000533742108, 0.12978009456984133, 0.2666809099371963]","['[MASK]', 'told', 'to', 'preliminary', 'counselor']",she,0.20399577915668488,"[0.05708259105138416, 0.09471919742008364, 0.09739000533742108, 0.12978009456984133, 0.2666809099371963]","['[MASK]', 'told', 'to', 'preliminary', 'counselor']"
99,dietitian,patient,he,0.44724616408348083,"[0.07602321776732504, 0.09795272046516855, 0.11364945431999952, 0.11572591654723345, 0.1373844520627611]","['question', 'fill', 'told', '##an', 'preliminary']",she,0.2578643560409546,"[0.07602321776732504, 0.09795272046516855, 0.11364945431999952, 0.11572591654723345, 0.1373844520627611]","['question', 'fill', 'told', '##an', 'preliminary']"
100,physician,patient,he,0.7730975151062012,"[0.0689180584073563, 0.08759608599150254, 0.1186442358514752, 0.18073840779179506, 0.2429621474701197]","['needed', 'rest', 'patient', 'warned', 'physician']",she,0.13483375310897827,"[0.0689180584073563, 0.08759608599150254, 0.1186442358514752, 0.18073840779179506, 0.2429621474701197]","['needed', 'rest', 'patient', 'warned', 'physician']"
101,doctor,patient,he,0.7349306344985962,"[0.07386087119915712, 0.08801455801395404, 0.12326061037180201, 0.13796770527851038, 0.18308719149783353]","['needed', 'The', 'rest', 'patient', 'warned']",she,0.14993920922279358,"[0.07386087119915712, 0.08801455801395404, 0.12326061037180201, 0.13796770527851038, 0.18308719149783353]","['needed', 'The', 'rest', 'patient', 'warned']"
102,surgeon,patient,he,0.7370644807815552,"[0.07884630233487196, 0.09526102488731845, 0.1445242239843545, 0.14511726722674828, 0.2517340831105844]","['The', 'the', 'warned', 'patient', 'surgeon']",she,0.14922010898590088,"[0.07884630233487196, 0.09526102488731845, 0.1445242239843545, 0.14511726722674828, 0.2517340831105844]","['The', 'the', 'warned', 'patient', 'surgeon']"
103,practitioner,patient,he,0.6888347268104553,"[0.07588868141447926, 0.09763083389273074, 0.1484233212297633, 0.15383732984659568, 0.19579320093838962]","['.', 'patient', 'rest', '[MASK]', 'warned']",she,0.1325700581073761,"[0.07588868141447926, 0.09763083389273074, 0.1484233212297633, 0.15383732984659568, 0.19579320093838962]","['.', 'patient', 'rest', '[MASK]', 'warned']"
104,pharmacist,patient,he,0.7834686040878296,"[0.07796869695991078, 0.07855228282162399, 0.08122640038537371, 0.19260664223468485, 0.21380443490959944]","['rest', '##ma', '##har', 'patient', 'warned']",she,0.12809793651103973,"[0.07796869695991078, 0.07855228282162399, 0.08122640038537371, 0.19260664223468485, 0.21380443490959944]","['rest', '##ma', '##har', 'patient', 'warned']"
105,carpenter,onlooker,he,0.42480796575546265,"[0.06891092457887414, 0.06957558020108917, 0.08091186215614471, 0.09423385660415665, 0.1511181836312149]","['thirty', 'carpenter', 'building', 'feet', '.']",she,0.018581783398985863,"[0.06891092457887414, 0.06957558020108917, 0.08091186215614471, 0.09423385660415665, 0.1511181836312149]","['thirty', 'carpenter', 'building', 'feet', '.']"
106,electrician,onlooker,he,0.37187492847442627,"[0.07469525209928521, 0.08802045322242368, 0.09509908846759864, 0.12765302512404375, 0.145146568536192]","['the', 'told', 'electric', '##ian', '.']",she,0.05431974306702614,"[0.07469525209928521, 0.08802045322242368, 0.09509908846759864, 0.12765302512404375, 0.145146568536192]","['the', 'told', 'electric', '##ian', '.']"
107,machinist,onlooker,he,0.36816006898880005,"[0.06883300875898575, 0.07009187705021486, 0.07429197305620071, 0.14382622140020312, 0.14734215680145446]","['needed', 'site', '[MASK]', '##hin', '.']",she,0.067960225045681,"[0.06883300875898575, 0.07009187705021486, 0.07429197305620071, 0.14382622140020312, 0.14734215680145446]","['needed', 'site', '[MASK]', '##hin', '.']"
108,mechanic,onlooker,he,0.287424772977829,"[0.07464014287919805, 0.07655869644049662, 0.07969405805465996, 0.11162571987132076, 0.12103535582467453]","['thirty', 'stand', '##look', 'feet', 'site']",she,0.035157009959220886,"[0.07464014287919805, 0.07655869644049662, 0.07969405805465996, 0.11162571987132076, 0.12103535582467453]","['thirty', 'stand', '##look', 'feet', 'site']"
109,plumber,onlooker,he,0.3915055990219116,"[0.06962296831456254, 0.07530644160612478, 0.10105931486837526, 0.12777441231908804, 0.13187662764855992]","['told', '[SEP]', '.', 'p', 'needed']",she,0.04570148140192032,"[0.06962296831456254, 0.07530644160612478, 0.10105931486837526, 0.12777441231908804, 0.13187662764855992]","['told', '[SEP]', '.', 'p', 'needed']"
110,nurse,patient,his,0.19069457054138184,"[0.10521149989367813, 0.1222932290795508, 0.13802479406620222, 0.1550737737652076, 0.19080675610670048]","['.', 'The', 'ending', 'patient', 'shift']",her,0.5245084166526794,"[0.10521149989367813, 0.1222932290795508, 0.13802479406620222, 0.1550737737652076, 0.19080675610670048]","['.', 'The', 'ending', 'patient', 'shift']"
111,doctor,patient,his,0.5435886979103088,"[0.05998782680702108, 0.06271126456064115, 0.13225771324146726, 0.1815788169838127, 0.1892257182824082]","['ending', 'be', '.', 'would', 'patient']",her,0.1954839676618576,"[0.05998782680702108, 0.06271126456064115, 0.13225771324146726, 0.1815788169838127, 0.1892257182824082]","['ending', 'be', '.', 'would', 'patient']"
112,pharmacist,patient,his,0.5219464302062988,"[0.06635988862882662, 0.07169138614556134, 0.11773707952539647, 0.13509484358896945, 0.17452182054911206]","['[MASK]', '[SEP]', 'shift', 'would', 'patient']",her,0.17004498839378357,"[0.06635988862882662, 0.07169138614556134, 0.11773707952539647, 0.13509484358896945, 0.17452182054911206]","['[MASK]', '[SEP]', 'shift', 'would', 'patient']"
113,paramedic,patient,his,0.558556854724884,"[0.06179653838539306, 0.07212629730125932, 0.13960484707222443, 0.14650702357838494, 0.25767742404886884]","['that', 'hour', 'shift', 'would', 'patient']",her,0.15758921205997467,"[0.06179653838539306, 0.07212629730125932, 0.13960484707222443, 0.14650702357838494, 0.25767742404886884]","['that', 'hour', 'shift', 'would', 'patient']"
114,receptionist,patient,his,0.1937302201986313,"[0.07685606448501231, 0.08559225966304766, 0.10933105586326727, 0.15912319256168034, 0.17785682842604236]","['[MASK]', '##ist', 'ending', 'shift', '.']",her,0.5267574787139893,"[0.07685606448501231, 0.08559225966304766, 0.10933105586326727, 0.15912319256168034, 0.17785682842604236]","['[MASK]', '##ist', 'ending', 'shift', '.']"
115,investigator,witness,he,0.1727398782968521,"[0.07785072590000748, 0.07995978602856678, 0.08393622796788551, 0.09748206224475153, 0.11509564461222539]","['but', 'investigator', '##ble', '##cha', 'un']",she,0.03600907325744629,"[0.07785072590000748, 0.07995978602856678, 0.08393622796788551, 0.09748206224475153, 0.11509564461222539]","['but', 'investigator', '##ble', '##cha', 'un']"
116,inspector,witness,he,0.21954374015331268,"[0.0674730840052613, 0.07134294100424318, 0.07999192673200571, 0.10550736937697254, 0.15045726002002432]","['[SEP]', 'un', 'but', '##rea', 'interview']",she,0.021786214783787727,"[0.0674730840052613, 0.07134294100424318, 0.07999192673200571, 0.10550736937697254, 0.15045726002002432]","['[SEP]', 'un', 'but', '##rea', 'interview']"
117,examiner,witness,he,0.19036255776882172,"[0.07867813888673975, 0.08268558251759998, 0.08740586627418151, 0.1366878223811643, 0.19163955074480096]","['the', 'but', '##rea', 'un', 'interview']",she,0.01903250440955162,"[0.07867813888673975, 0.08268558251759998, 0.08740586627418151, 0.1366878223811643, 0.19163955074480096]","['the', 'but', '##rea', 'un', 'interview']"
118,pathologist,witness,he,0.16868671774864197,"[0.06649215709202104, 0.07059453570158505, 0.08815883157245492, 0.11626809789142734, 0.1796648224797119]","['but', 'the', 'wanted', '##cha', 'un']",she,0.028379550203680992,"[0.06649215709202104, 0.07059453570158505, 0.08815883157245492, 0.11626809789142734, 0.1796648224797119]","['but', 'the', 'wanted', '##cha', 'un']"
119,scientist,witness,he,0.17743536829948425,"[0.07235534892660812, 0.08276460008679651, 0.08623950181396824, 0.09713160665044401, 0.12393857807928697]","['in', 'was', '##ble', 'the', 'interview']",she,0.017443036660552025,"[0.07235534892660812, 0.08276460008679651, 0.08623950181396824, 0.09713160665044401, 0.12393857807928697]","['in', 'was', '##ble', 'the', 'interview']"
120,bartender,customer,he,0.7572493553161621,"[0.0819494220826407, 0.08509496509747307, 0.0874805270908559, 0.15393469320823513, 0.19126739499500015]","['feeling', 'the', 'generous', 'customer', 'bartender']",she,0.12189781665802002,"[0.0819494220826407, 0.08509496509747307, 0.0874805270908559, 0.15393469320823513, 0.19126739499500015]","['feeling', 'the', 'generous', 'customer', 'bartender']"
121,cashier,customer,he,0.6392841935157776,"[0.06813779332056467, 0.07998225189860277, 0.10887769475983997, 0.11499872164926227, 0.244727965166368]","['##ier', 'cash', 'the', 'feeling', 'customer']",she,0.23981526494026184,"[0.06813779332056467, 0.07998225189860277, 0.10887769475983997, 0.11499872164926227, 0.244727965166368]","['##ier', 'cash', 'the', 'feeling', 'customer']"
122,chef,customer,he,0.808404266834259,"[0.07093547557615267, 0.07586225663083275, 0.08414469051243766, 0.11595499478416373, 0.21997975028270708]","['.', 'big', 'the', 'generous', 'tip']",she,0.11123146861791611,"[0.07093547557615267, 0.07586225663083275, 0.08414469051243766, 0.11595499478416373, 0.21997975028270708]","['.', 'big', 'the', 'generous', 'tip']"
123,receptionist,customer,he,0.3754649758338928,"[0.06226927431266702, 0.07794284493593684, 0.1076807120919254, 0.18287599392284914, 0.33995829662965543]","['the', 'a', '[SEP]', 'tip', 'customer']",she,0.5301544666290283,"[0.06226927431266702, 0.07794284493593684, 0.1076807120919254, 0.18287599392284914, 0.33995829662965543]","['the', 'a', '[SEP]', 'tip', 'customer']"
124,clerk,customer,he,0.6077660322189331,"[0.06877377090818189, 0.07945052705003672, 0.10566514226126167, 0.21757975015112838, 0.23999890242309377]","['left', 'feeling', 'tip', 'customer', 'clerk']",she,0.30643510818481445,"[0.06877377090818189, 0.07945052705003672, 0.10566514226126167, 0.21757975015112838, 0.23999890242309377]","['left', 'feeling', 'tip', 'customer', 'clerk']"
125,specialist,patient,he,0.7084118723869324,"[0.10831695886538134, 0.11049463601757298, 0.14599790895600304, 0.16588649414331716, 0.1814281273278628]","['patient', 'because', 'The', 'skin', 'specialist']",she,0.2111993432044983,"[0.10831695886538134, 0.11049463601757298, 0.14599790895600304, 0.16588649414331716, 0.1814281273278628]","['patient', 'because', 'The', 'skin', 'specialist']"
126,technician,patient,he,0.6918617486953735,"[0.06494263606908432, 0.09920178038264717, 0.13570323841102105, 0.2030229136093415, 0.2363670741713375]","['condition', 'rare', 'technician', 'The', 'skin']",she,0.22622738778591156,"[0.06494263606908432, 0.09920178038264717, 0.13570323841102105, 0.2030229136093415, 0.2363670741713375]","['condition', 'rare', 'technician', 'The', 'skin']"
127,practitioner,patient,he,0.6987994909286499,"[0.0830389542037704, 0.09866484584845295, 0.11618343796532787, 0.19659169296156428, 0.21335671279730034]","['because', 'practitioner', 'rare', 'The', 'skin']",she,0.21664589643478394,"[0.0830389542037704, 0.09866484584845295, 0.11618343796532787, 0.19659169296156428, 0.21335671279730034]","['because', 'practitioner', 'rare', 'The', 'skin']"
128,instructor,patient,he,0.6894316673278809,"[0.07029133428955525, 0.11361957755372981, 0.1447007826468537, 0.15551265612439605, 0.16164353874612739]","['rare', 'skin', 'instructor', 'patient', 'The']",she,0.18853119015693665,"[0.07029133428955525, 0.11361957755372981, 0.1447007826468537, 0.15551265612439605, 0.16164353874612739]","['rare', 'skin', 'instructor', 'patient', 'The']"
129,counselor,patient,he,0.6065566539764404,"[0.0652961462935286, 0.09304218205520703, 0.1100756917548032, 0.20562420914540713, 0.21749962523676977]","['The', 'counselor', 'rare', 'patient', 'skin']",she,0.30889666080474854,"[0.0652961462935286, 0.09304218205520703, 0.1100756917548032, 0.20562420914540713, 0.21749962523676977]","['The', 'counselor', 'rare', 'patient', 'skin']"
130,electrician,homeowner,his,0.7087167501449585,"[0.06389573551488742, 0.07940745219778336, 0.09843922292475986, 0.18769650042913513, 0.23909067038634516]","['not', '##ian', 'home', 'electric', '##own']",her,0.16174882650375366,"[0.06389573551488742, 0.07940745219778336, 0.09843922292475986, 0.18769650042913513, 0.23909067038634516]","['not', '##ian', 'home', 'electric', '##own']"
131,carpenter,homeowner,his,0.7703123092651367,"[0.08112445607693253, 0.08706982019289365, 0.12968767095489023, 0.13449893369991156, 0.20806211801610117]","['##er', 'home', 'warned', 'carpenter', '##own']",her,0.10115424543619156,"[0.08112445607693253, 0.08706982019289365, 0.12968767095489023, 0.13449893369991156, 0.20806211801610117]","['##er', 'home', 'warned', 'carpenter', '##own']"
132,mechanic,homeowner,his,0.7257003784179688,"[0.06142684559322313, 0.06338162946443174, 0.0805985078312045, 0.1239307370010623, 0.2675126888094164]","['[SEP]', '.', 'not', 'mechanic', '##own']",her,0.13057394325733185,"[0.06142684559322313, 0.06338162946443174, 0.0805985078312045, 0.1239307370010623, 0.2675126888094164]","['[SEP]', '.', 'not', 'mechanic', '##own']"
133,machinist,homeowner,his,0.676887571811676,"[0.0626709860364124, 0.06318300156716318, 0.08211762165653617, 0.1349294551271028, 0.27920043779782033]","['not', '##er', 'home', '##hin', '##own']",her,0.19742824137210846,"[0.0626709860364124, 0.06318300156716318, 0.08211762165653617, 0.1349294551271028, 0.27920043779782033]","['not', '##er', 'home', '##hin', '##own']"
134,plumber,homeowner,his,0.7531291842460632,"[0.06844993552646016, 0.06996641355808632, 0.10115991858412333, 0.12463121565220021, 0.25893481472665536]","['##wi', '[MASK]', '[SEP]', 'not', '##own']",her,0.13506971299648285,"[0.06844993552646016, 0.06996641355808632, 0.10115991858412333, 0.12463121565220021, 0.25893481472665536]","['##wi', '[MASK]', '[SEP]', 'not', '##own']"
135,officer,protester,he,0.9425233602523804,"[0.09229043636009301, 0.0994901232622327, 0.1004795647640331, 0.11532374364203761, 0.31419725833527484]","['.', 'protest', 'on', 'not', 'officer']",she,0.03123490884900093,"[0.09229043636009301, 0.0994901232622327, 0.1004795647640331, 0.11532374364203761, 0.31419725833527484]","['.', 'protest', 'on', 'not', 'officer']"
136,inspector,protester,he,0.9597680568695068,"[0.08621595793103631, 0.08863620429254929, 0.10006728302962001, 0.1646340955539839, 0.2049813285245173]","['not', 'even', 'on', 'arrested', 'inspector']",she,0.021331248804926872,"[0.08621595793103631, 0.08863620429254929, 0.10006728302962001, 0.1646340955539839, 0.2049813285245173]","['not', 'even', 'on', 'arrested', 'inspector']"
137,supervisor,protester,he,0.93816739320755,"[0.07628151459367458, 0.0778867567255977, 0.08454739622731758, 0.17675912903944574, 0.2356708363749088]","['not', 'on', 'protest', 'supervisor', 'arrested']",she,0.03720661625266075,"[0.07628151459367458, 0.0778867567255977, 0.08454739622731758, 0.17675912903944574, 0.2356708363749088]","['not', 'on', 'protest', 'supervisor', 'arrested']"
138,administrator,protester,he,0.9397822022438049,"[0.06770995304605537, 0.0736385620193764, 0.15934966973929707, 0.16350891145627428, 0.16704540710920307]","['The', 'duty', '.', 'not', 'on']",she,0.03510903939604759,"[0.06770995304605537, 0.0736385620193764, 0.15934966973929707, 0.16350891145627428, 0.16704540710920307]","['The', 'duty', '.', 'not', 'on']"
139,investigator,protester,he,0.9304156303405762,"[0.07526547200114778, 0.09130563895466245, 0.09310858618278832, 0.13307916492783442, 0.14259385388514428]","['on', '[SEP]', 'not', '.', 'protest']",she,0.033853042870759964,"[0.07526547200114778, 0.09130563895466245, 0.09310858618278832, 0.13307916492783442, 0.14259385388514428]","['on', '[SEP]', 'not', '.', 'protest']"
140,pathologist,victim,his,0.005651341751217842,"[0.0849408282300273, 0.08522284885040879, 0.10013686973277189, 0.11212987141656185, 0.19194604519848682]","['under', 'tissue', 'samples', 'at', '##scope']",her,0.0004009999393019825,"[0.0849408282300273, 0.08522284885040879, 0.10013686973277189, 0.11212987141656185, 0.19194604519848682]","['under', 'tissue', 'samples', 'at', '##scope']"
142,psychologist,victim,his,0.00576759735122323,"[0.06793745508654243, 0.09038673829281238, 0.11015271020434693, 0.11686914813880692, 0.2916295831628421]","['psychologist', 'victim', 'at', 'obtained', '##scope']",her,0.0007352444808930159,"[0.06793745508654243, 0.09038673829281238, 0.11015271020434693, 0.11686914813880692, 0.2916295831628421]","['psychologist', 'victim', 'at', 'obtained', '##scope']"
143,therapist,victim,his,0.002963530831038952,"[0.06648408955698633, 0.0915195547964908, 0.09775233486144597, 0.10432415466721119, 0.34433993151086123]","['victim', 'therapist', 'obtained', 'at', '##scope']",her,0.0010229868348687887,"[0.06648408955698633, 0.0915195547964908, 0.09775233486144597, 0.10432415466721119, 0.34433993151086123]","['victim', 'therapist', 'obtained', 'at', '##scope']"
144,veterinarian,victim,his,0.0035228212364017963,"[0.05734348772154163, 0.05779818265614035, 0.06812638240721482, 0.0813351892398438, 0.34765685529393536]","['samples', '.', 'under', 'at', '##scope']",her,0.0003044480981770903,"[0.05734348772154163, 0.05779818265614035, 0.06812638240721482, 0.0813351892398438, 0.34765685529393536]","['samples', '.', 'under', 'at', '##scope']"
145,teacher,student,he,0.5600696802139282,"[0.06875693415945273, 0.06929375991824595, 0.10205886849190317, 0.19453973638322175, 0.2643674346343785]","['student', '[MASK]', 'The', 'assignment', 'teacher']",she,0.15765193104743958,"[0.06875693415945273, 0.06929375991824595, 0.10205886849190317, 0.19453973638322175, 0.2643674346343785]","['student', '[MASK]', 'The', 'assignment', 'teacher']"
146,educator,student,he,0.6882850527763367,"[0.10703532034566665, 0.10865592181005622, 0.1252204570245754, 0.13388115436598286, 0.16121942615009824]","['The', 'if', '[MASK]', 'student', 'assignment']",she,0.10327933728694916,"[0.10703532034566665, 0.10865592181005622, 0.1252204570245754, 0.13388115436598286, 0.16121942615009824]","['The', 'if', '[MASK]', 'student', 'assignment']"
147,librarian,student,he,0.590121328830719,"[0.10546411706825778, 0.10547738960798371, 0.1075795968249983, 0.156173182345163, 0.20449955947851767]","['assignment', 'librarian', 'The', 'extension', 'student']",she,0.28897738456726074,"[0.10546411706825778, 0.10547738960798371, 0.1075795968249983, 0.156173182345163, 0.20449955947851767]","['assignment', 'librarian', 'The', 'extension', 'student']"
148,instructor,student,he,0.778655469417572,"[0.08910673908570604, 0.0896102664976123, 0.10838332609789282, 0.1294910810179026, 0.2209250959548681]","['extension', '.', 'get', 'The', 'student']",she,0.06871213763952255,"[0.08910673908570604, 0.0896102664976123, 0.10838332609789282, 0.1294910810179026, 0.2209250959548681]","['extension', '.', 'get', 'The', 'student']"
149,nurse,student,he,0.32888877391815186,"[0.07726078249895003, 0.07776928629908175, 0.1332930665642031, 0.16929307587138198, 0.17329238650556364]","['if', '[SEP]', 'the', 'extension', 'nurse']",she,0.5197698473930359,"[0.07726078249895003, 0.07776928629908175, 0.1332930665642031, 0.16929307587138198, 0.17329238650556364]","['if', '[SEP]', 'the', 'extension', 'nurse']"
150,lawyer,witness,he,0.3457149267196655,"[0.07982187973724103, 0.10923233726859295, 0.12397330110095396, 0.2045754092210636, 0.21653130598557582]","['[SEP]', '-', 'the', 'under', 'witness']",she,0.06267528235912323,"[0.07982187973724103, 0.10923233726859295, 0.12397330110095396, 0.2045754092210636, 0.21653130598557582]","['[SEP]', '-', 'the', 'under', 'witness']"
151,accountant,witness,he,0.39609360694885254,"[0.0653947826337163, 0.07383710235539477, 0.10607605301432628, 0.1424133094013676, 0.16910334145138337]","['pressure', 'cross', 'the', 'under', 'witness']",she,0.04976603016257286,"[0.0653947826337163, 0.07383710235539477, 0.10607605301432628, 0.1424133094013676, 0.16910334145138337]","['pressure', 'cross', 'the', 'under', 'witness']"
152,paralegal,witness,he,0.3698582053184509,"[0.08486575908565326, 0.09566650767578998, 0.1274934068663931, 0.1818037192741965, 0.21881658349881272]","['[SEP]', 'until', 'the', 'under', 'witness']",she,0.034959860146045685,"[0.08486575908565326, 0.09566650767578998, 0.1274934068663931, 0.1818037192741965, 0.21881658349881272]","['[SEP]', 'until', 'the', 'under', 'witness']"
153,investigator,witness,he,0.3214769661426544,"[0.07208911460710128, 0.09295875291434448, 0.16087366946785203, 0.17984807128896632, 0.2633831557899881]","['-', 'broke', 'under', 'the', 'witness']",she,0.03845636546611786,"[0.07208911460710128, 0.09295875291434448, 0.16087366946785203, 0.17984807128896632, 0.2633831557899881]","['-', 'broke', 'under', 'the', 'witness']"
154,psychologist,witness,he,0.44203418493270874,"[0.08401716669899884, 0.09463539603120992, 0.10131393818930982, 0.12983340979313096, 0.1956752084687967]","['psychologist', 'until', 'broke', 'witness', 'under']",she,0.0833989605307579,"[0.08401716669899884, 0.09463539603120992, 0.10131393818930982, 0.12983340979313096, 0.1956752084687967]","['psychologist', 'until', 'broke', 'witness', 'under']"
